short_name,symbol,company_id,industry,sector,employees,equity_type,isin,description
Anvifish JSC,AVF,958391,Food Products,Consumer Staples,1875,ORD,VN000000AVF9,"Anvifish Joint-Stock Company (Anvifish) is a Vietnam-based firm operating in the food processing industry, with major undertakings as the processing and trading of seafood. The Company's leading products include frozen and fresh catfish, shrimp and squid, which are not only distributed within Vietnam, but also exported to the United States, Russia and Australia, among others. In order to support its major activities, the Company directly partakes in the operation of fish farms. Anvifish is a member of Vietnam Association of Seafood Exporters and Producers (VASEP)."
NTACO,ATA,958390,Food Products,Consumer Staples,13,ORD,VN000000ATA4,"NTACO Corporation is a Vietnam-based company mainly engaged in the manufacture and commerce of processed and frozen seafood, with leading products as frozen pangasius hypophthalmus fillets; processed products made from pangasius hypophthalmus; its byproducts, such as fish oil and fish meal, and other types of seafood. Besides, the Company partakes in the farming of finfish, the manufacture of animal feed, the trading of farm supplies, as well as the wholesale of agricultural products."
Saigon Seaproducts,SSN,995153,Food Products,Consumer Staples,5,ORD,VN000000SSN1,"Saigon Seaproducts Import Export Joint Stock Company is a Vietnam-based company engaged in the commerce of diversified products, with major business activity as the importation of various types of structural steel, industrial machinery and supplies, such as paper, plastic resins and chemicals. Besides, the Company partakes in the manufacture and exportation of processed coffee beans, fresh and frozen seafood products, as well as the operation of offices, common and refrigerated warehouses for lease."
Nam Viet Corp,ANV,958386,Food Products,Consumer Staples,155,ORD,VN000000ANV3,"Nam Viet Corporation (Navico) is a Vietnam-based company engaged in seafood processing. It is also involved in aquaculture activities, as well as the processing and export of fresh and value-added pangasius products. The Company also manufactures fish oil, fish powder, biodiesel and other derived products, such as adhesives. It is involved in chromium ore mining and the manufacturing of ferrochrome for steel production activities. In addition, it is engaged in paper packaging manufacture and packaging printing. Other activities include civil and industrial construction as well as fertilizer production."
Travel Investment and Seafood Devel,DAT,960895,Food Products,Consumer Staples,-,ORD,VN000000DAT8,"Travel Investment and Seafood Development Corporation (TRISEDCO) is a Vietnam-based company operating in the food industry, with major undertakings as the processing and trading of seafood and fish byproducts. The Company's leading products include fishmeal, which is a component of animal feed; raw fish oil, which is used to produce cooking oil, as well as other fish byproducts and fish fillets."
DaNang Seaproducts,SPD,995151,Food Products,Consumer Staples,-,ORD,VN000000SPD8,"Danang Seaproducts Import - Export Corporation (SEAPRODEX DANANG) is a Vietnam-based company operating in the food processing industry, with major undertakings as processing, distributing and exporting seafood products, such as shrimps, cuttlefish and fish. Besides, SEAPRODEX DANANG manufactures aquaculture and animal feeds, and it provides real estate leasing services. Another important business activity of the Company is wholesaling a wide range of imported products, which include industrial materials, such as wood, chemicals, plastic resins and metal bars; office supplies, such as paper, printers and scanners, and household appliances, such as microwaves, mixers and cookers."
An Giang Import Export Co,AGM,958383,Food Products,Consumer Staples,-,ORD,VN000000AGM6,"An Giang Import-Export Company (Angimex) is a Vietnam-based food processing company. The Company principally mills, polishes and exports rice, as well as trades animal feeds and agricultural fertilizers. Its rice products are exported to Singapore, Malaysia, Philippines, Indonesia, Africa, Iran, Iraq, Cuba, Hong Kong and Cambodia. The Company also acts as an agent for Honda in selling and assembling motors and motorcycle spare parts. In addition, it markets packagings and taro. During the year ended December 31, 2011, 71.94% of the Company's total revenue came from the sale of rice."
Angiang Fisheries Import & Export,AGF,958382,Food Products,Consumer Staples,-,ORD,VN000000AGF0,"An Giang Fisheries Import & Export Joint Stock Company (Agifish) is a Vietnam-based seafood processing company. The Company processes, trades and exports frozen seafood and value-added seafood products. The Company also manufactures and trades veterinary medicine and aquaculture feeds. It is involved in the trading of agricultural supplies, as well as chemicals and supplies for seafood processing activities. The Company also manufactures and trades biodiesel from fish oil, engages in aquaculture, and provides refrigerated warehousing and storage services."
HuuNghi Food JSC,HNF,960898,Food Products,Consumer Staples,1411,ORD,VN000000HNF1,"HuuNghi Food Joint Stock Company (HUUNGHIFOOD) is a Vietnam-based company operating in the food industry, with major undertakings as the manufacture and commerce of confectionery. The Company's leading products include biscuits, custard cakes, mooncakes, wafers, as well as jams and candies, which are not only distributed locally, but also exported to foreign markets, such as Japan and Korea. Besides, the Company is engaged in the operation of a few commercial bakeries in Vietnam."
Cuulong Fish JSC,ACL,958380,Food Products,Consumer Staples,2500,ORD,VN000000ACL7,"Cuulong Fish Joint Stock Company is a Vietnam-based company engaged in the processing, canning and trading of seafood products and their variants. It also develops and manages aquaculture facilities, as well as trades chemicals and devices for seafood processing activities. In addition, the Company is involved in the manufacture of animal feeds and packagings. Other operations include the merchandise of foodstuffs, agricultural products, aquaculture feeds and supplies for aquaculture and the packaging industry. During the year ended December 31, 2012, 86.04% of the Company's net revenue came from the sale of its products."
Bentre Aquaproduct Import and Export JSC,ABT,958377,Food Products,Consumer Staples,555,ORD,VN000000ABT2,"Bentre Aquaproduct Import and Export JSC is a Vietnam-based company operating in the seafood industry, specifically, it is engaged in seafood product preparation, processing and packaging activities. Its products include processed and raw foodstuffs from white Pangasius fish, white clams, ark clams and yellow clams, which are consumed domestically and exported to foreign markets, including Europe, Japan, China and the United States of America, among others. The Company is also involved in aquaculture activities through the operation of finfish and shellfish farms in Ben Tre Province, along with fishing activities. Moreover, it trades supplies for the aquaculture and seafood processing industry."
Mekong Fisheries JSC,AAM,958375,Food Products,Consumer Staples,-,ORD,VN000000AAM9,"Mekong Fisheries Joint Stock Company is a Vietnam-based company engaged in the processing and trading of frozen and fresh fish. Its products are basa fish, which include roll, breaded fillet and steak; octopus, which include whole cleaned baby octopus, block frozen baby octopus and whole cleaned baby octopus; cuttlefish, which include cuttlefish fillet and pineapple-cut cuttlefish, and others, which include cooked white clam meat, black tiger and sting ray fillet. It is also involved in importing agricultural and aquatic materials, as well as chemicals and additives for the agricultural and aquatic product processing industry. The Company's other activities include financial investment, real estate trading and office leasing. During the year ended December 31, 2012, 99.87% of the Company's net revenue came from the sale of its finished goods."
TRANGCORP Corporation JSC,TFC,962010,Food Products,Consumer Staples,775,ORD,VN000000TFC9,"Trang Corporation is a Vietnam-based company operating in the food industry, with major undertakings as the manufacture and commerce of packaged frozen food. The Company's leading products include fresh and processed seafood, such as fish and prawns; packaged food made from seafood; canned fruits and vegetables; frozen cakes, pies and other pastries, as well as sauces and dressings, among others. Besides, together with its subsidiaries, the Company partakes in the wholesale of food and the leasing of warehouses."
Sai Gon Vegetable Oil JSC,SGO,962452,Food Products,Consumer Staples,-,ORD,VN000000SGO4,"Sai Gon Vegetable Oil Joint Stock Company (SG Oil) is a Vietnam-based food processing company. The Company is involved in the manufacturing of edible vegetable oils. It is also engaged in the wholesale trade of vegetable oils and related products to commercial oil producers in Vietnam. The Company’s main products include palm olein and shortening, among others."
Ngo Quyen Processing Export JSC,NGC,42091,Food Products,Consumer Staples,5,ORD,VN000000NGC0,"Ngo Quyen Processing Export JSC is a Vietnam-based company operating in the seafood processing industry. It is engaged in the processing and preservation of fresh and frozen seafood, as well as the wholesale trading of seafood products. Its products, which include various types of crabs, octopuses, cuttlefishes, squids, shrimps and fish, are consumed domestically or exported to Japan, South Korea, Australia, Thailand and European markets. The Company also processes and trades cereal products, as well as provides refrigerated warehousing services."
Masan Consumer,MCH,995126,Food Products,Consumer Staples,5461,ORD,VN000000MCH0,"Masan Consumer Corporation manufactures and distributes a range of food and beverage products. Its products include soya sauce, fish sauce, chili sauce, instant noodles, instant coffee, instant cereals, and bottled beverages. The company exports its products in the United States, Canada, France, the Russian Federation, Czech Republic, Poland, Germany, China, the Middle East, Asia, Laos, and Cambodia. It serves print package, food processing, IT & T, build, invest, and mining industries. Masan Consumer Corporation was formerly known as Masan Food Corporation and changed its name in August 2011. The company was founded in 2000 and is based in Ho Chi Minh City, Vietnam. Masan Consumer Corporation operates as a subsidiary of Masan Consumer Holdings Company Limited."
Ego Viet Nam Investment JSC,HKT,995122,Food Products,Consumer Staples,-,ORD,VN000000HKT8,"Ego Viet Nam Investment Joint Stock Company, formerly Hiep Khanh Tea Joint-Stock Company, is a Vietnam-based company primarily engaged in the food processing sector. The Company's main business activity is the production of tea and dried fruits, such as prunes and apricots."
Cholimex Food,CMF,994069,Food Products,Consumer Staples,-,ORD,VN000000CMF4,"Cholimex Food JSC produces and sells sauce. Its products include sauces and spices, such as chili sauce, sweet and sour chili sauce, plum chili sauce, sweet chili sauce, tomato sauce, pickled soybean sauce, seasoning, and satay; dipping sauce, such as fish, soye, and dipping sauces; and frozen food, such as breaded and battered, pastry, spring rolls, and dim sum. The company was founded in 1983 and is based in Ho Chi Minh City, Vietnam."
Sagiang Import&Export Corporation,SGC,42186,Food Products,Consumer Staples,-,ORD,VN000000SGC9,"Sa Giang Import Export Corporation is a Vietnam-based food processing company. The Company manufactures prawn crackers, seafood chips and snacks, rice noodles, dried papaya, rice vermicelli and tapioca rice sticks. It is also engaged in the processing and marketing of aquaculture products and animal meat and fat, as well as the manufacture and merchandise of bottled drinking water and wineries made from soya beans. Other supporting activities include general merchandise of supplies and machinery and warehousing services."
SON LA SUGAR,SLS,42199,Food Products,Consumer Staples,276,ORD,VN000000SLS5,"Son La Sugar Joint Stock Company is a Vietnam-based company engaged in the food processing industry. The Company's principal activity is the processing and sale of sugar and its byproducts. It also produces microorganic fertilizers from residuals of the sugar manufacture process, such as mud, sugarcane dregs and ashes mixed with several kinds of organic fertilizer. The Company's other activities include the trading of petroleum products via gasoline stations, as well as agricultural products, such as corns, black beans and cassava, among others. During the year ended December 31, 2011, the Company produced 13,755.65 tons of sugar, 7,810.7 tons of fertilizers and agricultural products, and sold 1,658,613 liters of petroleum products."
Quang Ngai Sugar,QNS,994444,Food Products,Consumer Staples,3500,ORD,VN000000QNS5,"Quang Ngai Sugar JSC is a Vietnam-based company operating in the food processing industry. The Company is engaged in the manufacturing of cane sugar along with biomass electricity generation. It also manufactures soy milk with various flavors and soy milk derived products; bottled and canned beer; bottled carbonated water, mineral water, energy drinks and soft drinks; and cookies, crackers, pie and candy. In addition, the Company is involved in the nursery and production of sugarcane saplings, the manufacture of farm equipment and machinery and the trading of confectionery and beverages."
An Giang Agriculture and Foods,AFX,994068,Food Products,Consumer Staples,915,ORD,VN000000AFX5,"Angiang Agriculture and Foods Import - Export Joint Stock Company engages in the production and distribution of agriculture products and fishery products, foodstuff, animal feed, aquatic feed, and veterinary medicines. The company was founded in 1990 and is headquartered at Long Xuyên, Vietnam."
Vexilla Viet Nam JSC,SVN,42211,Food Products,Consumer Staples,-,ORD,VN000000SVN5,"Vexilla Viet Nam Group Joint Stock Company, formerly Solavina Joint Stock Company, is a Vietnam-based company engaged in the construction and engineering industry. It is particularly involved in construction activities for civil and industrial projects, especially cement manufacturing plants. It is also a construction material wholesaler, with products such as steel, iron and sand. Moreover, the Company offers construction machinery and equipment for lease; operates hotels and restaurants; offers ground passenger transportation services via cars and buses; as well as processes and installs mechanical products, metal structures, construction equipment and fixtures for industrial and civil projects. In addition, it is involved in the mining, processing and trading of minerals."
HOANG LONG Group,HLG,958510,Food Products,Consumer Staples,-,ORD,VN000000HLG3,"Hoang Long Group is a Vietnam-based seafood processing company. The Company processes seafood products and aquaculture feeds. It also trades tobacco and tobacco materials. The Company engages in real estate operations, as well as provides construction services and real estate trading floor services. The Company is also involved in the provision of taxi services and water supply activities."
Vissan,VSN,993053,Food Products,Consumer Staples,5000,ORD,VN000000VSN5,"Vissan Joint Stock Company (Vissan) is a Vietnam-based company primarily engaged in food processing sector. Its leading business activities include the slaughtering and processing of pork, beef and chicken meat; the production of food made from meat byproducts, such as sausages, canned meats and seafood, spring rolls, salted shredded pork, and the processing of frozen food, including dumplings, baked rolls, roasted cinnamon pork, ham and bacon, among others. The Company is also involved in the distribution of other agricultural products, sugar, milk and seasoning."
Safoco Foodstuff JSC,SAF,42158,Food Products,Consumer Staples,-,ORD,VN000000SAF5,"SAFOCO Foodstuff Joint Stock Company (SAFOCO) is a Vietnam-based company operating in the food processing industry. The Company is engaged in the manufacturing and trading of noodles, vermicelli, macaroni, spring roll wrappers and other starch-based products for instant consumption purposes. It is also involved in the operations of gasoline stations and restaurants, along with the provision of warehouses for lease. In addition, the Company is engaged in the trading of food products, agricultural products, fabric, garment products, metals, home appliances, home furnishings, construction materials, cosmetic products, office stationeries, instant drinks and others. As of December 31, 2012, the Company was a 51.3%-owned subsidiary of Vietnam Southern Food Corporation (VINAFOOD II)."
An Giang Fruit-Vegetables,ANT,994636,Food Products,Consumer Staples,-,ORD,VN000000ANT7,"An Giang Fruit-Vegetables & Foodstuff Joint Stock Company (Antesco) is a Vietnam-based company primarily engaged in fruits and vegetables processing sector. The Company's leading business activities include the canning of fruits and vegetables, such as baby corn, pineapple and rambutan; the processing of frozen fruits and vegetables, comprising green soybean, lemongrass, chili, lime, as well as dragon fruit, and the manufacture of other specialty products, namely canned henicorhynchus fish, banana, lotus roots, taro, papaya, corn silk tea and spring rolls, among others."
Mitraco Livestock,MLS,994638,Food Products,Consumer Staples,-,ORD,VN000000MLS8,"Mitraco Livestock Joint Stock Company (MTL) is a Vietnam-based company primarily engaged in livestock farming sector. The Company's leading business activities include the breeding and raising of hogs and pigs, the supply of breeding sows and boars, as well as the provision of pig semen."
Viet Nam Seaproducts,SEA,994641,Food Products,Consumer Staples,12000,ORD,VN000000SEA8,"Viet Nam Seaproducts Joint Stock Corporation (Seaprodex) is a Vietnam-based company primarily engaged in food processing and aquaculture sector. Its leading business activities include the processing of seafood, such as prawn, squid, pangasius, cuttlefish, mackerel, barramundi, and swordfish, among others; the farming of acipenser; the trading of industrial supplies and rolled steel, and the production of livestock feeds. The Company, via its subsidiaries, is also involved in ship building, ship parts and components manufacturing, as well as offices and manufacturing plants leasing."
Minh Khang Capital Trading Public JSC,CTP,986224,Food Products,Consumer Staples,-,ORD,VN000000CTP8,"Minh Khang Capital Trading Public Joint Stock Company, formerly Thuong Phu Coffee Joint Stock Company, is a Vietnam-based company primarily engaged in the production of coffee. Its main products include Arabica roasted coffee beans and raw coffee beans, among others. The Company is also involved in the distribution of cassava starch."
Interfood Shareholding,IFS,994853,Food Products,Consumer Staples,571,ORD,VN000000IFS8,"Interfood Shareholding Company is a Vietnam-based company engaged in the beverage industry. The Company is involved in the manufacture of non-alcoholic drinks, such as fruit juices, soft drinks and pure drinking bottled water. It also manufactures agricultural products into canned, frozen, salted and dried food. Other products include biscuits, cookies, crackers and wafers. It is also involved in the production of polyethylene terephthalate (PET) bottles and other packaging for food and beverages. It is a subsidiary of Malaysia-based Trade Ocean Holdings Sdn. Bhd. The Company has one subsidiary, AVA Food Industries Limited, which was engaged in food processing."
Viet Nam Vegetable Oils,VOC,989637,Food Products,Consumer Staples,330,ORD,VN000000VOC7,"Viet Nam Vegetable Oils Industry Corporation (Vocarimex) is a Vietnam-based company primarily engaged in vegetable oil sector. Its leading business activities are the wholesale of unrefined vegetable oil kernels and other raw materials for vegetable oil processing, the refining and blending of vegetable cooking oils, as well as the manufacture of paper packaging and plastic containers for finished vegetable oil products. The Company also operates as a port operator, warehousing and storage facilities supplier and office space lessor."
Mechanics Construction and Foodstuff JSC,MCF,42074,Food Products,Consumer Staples,-,ORD,VN000000MCF4,"Mechanics Construction And Foodstuff Joint - Stock Company (MECOFOOD) is a Vietnam-based company active in the food processing industry. The Company is engaged in the milling, cleaning and polishing of various types of rice for export and consumption in domestic market. It is also involved in the manufacturing and trading of machinery for food processing, together with other mechanical products and rice packaging. In addition, the Company manufactures handicrafts from dried straw and young rice plants, provides ground and waterway freight transportation services, as well as trades construction materials. As of December 31, 2012, the Company was a 60%-owned subsidiary of Vietnam Southern Food Corporation (VINAFOOD II), and it had three enterprises, all located in Tan An City, Long An Province, Vietnam."
PAN Group JSC,PAN,958592,Food Products,Consumer Staples,7473,ORD,VN000000PAN5,"The PAN Group JSC is a Vietnam-based food processing company. The Company's businesses are divided into two segments: Food and Agriculture. Under the Food segment, through its group companies, it is engaged in the processing and production of convenience food, such as confectionery including sponge cake, pies, cookies, bread, moon cake, chocolate, candy and others; roasted or fried nuts; coffee and nutritional food. Under the same segment, the Company also manufactures various other food products, including fresh and frozen seafood, frozen processed vegetables, and fish sauce and spices. Under the Agriculture segment, the Company offers seeds including rice, corn, vegetables, flowers and fruits; agricultural products including flowers, strawberries, melons and packaged rice; as well as herbicides and insecticides."
Vinamilk,VNM,958751,Food Products,Consumer Staples,9591,ORD,VN000000VNM8,"Vietnam Dairy Products JSC (Vinamilk) is a Vietnam-based company engaged in the food processing industry, specifically, the dairy industry. It is involved in the manufacturing, marketing, wholesale trading and retail distribution of dairy products, such as milk of various forms and flavors, including fluid milk, powdered milk and sweetened condensed milk, along with yogurt, frozen yogurt, ice cream, cheese and infant nutrition flour. Other products include soya milk, rice milk, bottled coffee, sugar, bottled juice and other non-alcoholic beverages. The Company also provides packaging and logistics services, beside technical support to farming and breeding processes."
Sao Ta Foods JSC,FMC,958481,Food Products,Consumer Staples,4061,ORD,VN000000FMC4,"Sao Ta Foods Joint Stock Company is a Vietnam-based company active in the food processing industry. The Company is engaged in the processing, trading and export of seafood products, as well as the management of aquaculture farms to supply its own operations. Apart from processed shrimps and pangasius, it also manufactures other food products from garlic, ginger, fruit, sweet potatoes, lotus roots, lotus seeds, pumpkins, onion and others. It is also involved in the distribution of raw agricultural and aquatic materials, together with the import of machinery and supplies for food processing activities. In addition, the Company is engaged in real estate operations and hotel operations. During the year ended December 31, 2012, 97.68% of its total revenue came from export sales."
GTNFoods JSC,GTN,958492,Food Products,Consumer Staples,849,ORD,VN000000GTN4,"GTNFOODS Joint Stock Company, formerly known as Thong Nhat Production and Investment Joint Stock Company, is a Vietnam-based company mainly engaged in the agricultural sector. The Company's operation is organized under three segments, including Agricultural products segment, which farms and wholesales tea, milk and hogs; Fertilizers segment, which distributes fertilizer products, and Others segment, which manufactures and trades bamboo and plastic products, as well as leases office spaces and invests in financial securities."
Nafoods Group JSC,NAF,959141,Food Products,Consumer Staples,-,ORD,VN000000NAF6,"Nafoods Group Joint Stock Company (NAFOODS GROUP) is a Vietnam-based company, which is mainly engaged in the production and commerce of fruit products. The Company's leading products include gac fruit puree; frozen fruit drinks and concentrate, including those made of passion fruit, soursop and alovera, as well as canned fruits, such as pineapple, lychee and mango. Besides, together with its subsidiaries, the Company directly partakes in the farming of fruits in Nghe An and Ha Tinh provinces. The Company's products are mostly exported to countries in Europe, America, Asia, as well as Africa."
Hai Ha Confectionery JSC,HHC,42014,Food Products,Consumer Staples,-,ORD,VN000000HHC0,"Hai Ha Confectionery Joint Stock Company is a Vietnam-based company engaged in the food processing industry. The Company manufactures, markets and distributes confectionery products, including biscuits, candies, soft cakes, crackers, wafers, jam, lollipops, snacks and others. It is also involved in the trading of raw materials, supplies and equipment for confectionery manufacturing activities. In addition, the Company is engaged in the development of residential, office and commercial buildings for lease. As of December 31, 2012, the Company was a 51%-owned subsidiary of Vietnam National Tobacco Corporation (Vinataba), and it had two branches in Da Nang City and Ho Chi Minh City, Vietnam, along with two factories."
Hoang Anh Gia Lai JSC,HAG,958494,Food Products,Consumer Staples,10000,ORD,VN000000HAG6,"Hoang Anh Gia Lai Joint Stock Company is a Vietnam-based company primarily engaged in the agricultural sector. The Company's operation is organized under six segments, including Agriculture segment, which grows rubber plants, palms, sugar canes; processes and trades latex foam, palm oil and sugar, as well as farms livestock; Trading and Services segment, which manages assets and wholesale goods; Real Estate segment, which develops residential properties for sale and leases office spaces and commercial complexes; Manufacture segment, which manufactures fertilizers, plastic tubes and agricultural equipment; Construction segment, which constructs apartments, airports and animal lodgings, and Energy segment, which constructs and operates hydro power plants."
Seafood JSC No 4,TS4,958716,Food Products,Consumer Staples,-,ORD,VN000000TS43,"Seafood JSC No 4 (Seapriexco No 4) is a Vietnam-based seafood processing company. Its product portfolio includes frozen shrimp, frozen cuttlefish, frozen and fillet fish, such as pangasius, snake-head, clarias, climbing perch, spiny goby and others, as well as value-added products from these seafood. The Company also processes various other types of frozen seafood and frozen fruits and corn. Moreover, it is involved in the trading of residential apartments and the leasing of office space, as well as the provision of maintenance and repair services for electromechanical and refrigeration equipment. The Company imports and exports seafood, as well as manufactures and trades animal feed and aqua feed."
Hanoimilk JSC,HNM,42022,Food Products,Consumer Staples,-,ORD,VN000000HNM7,"Hanoi Milk JSC is a Vietnam-based company engaged in the dairy industry. It is involved in the manufacturing, marketing and distribution of dairy products. The Company’s dairy products include pasteurized fruit flavored milk for kids branded IZZI Wedge, IZZI Brik and IZZI DINOMILK; pasteurized milk with or without sugar for adults branded HANOIMILK, fruit flavored yogurt drinks for kids branded YO-TUTI Wedge, YO-TUTI Brik and fruit flavored yogurt drinks for adults branded YOHA. In addition, it is involved in the trading of supplies and provision of technical support to milk manufacturing activities. The Company is also engaged in the manufacturing and distribution of soy milk."
Southern Seed Corp,SSC,958672,Food Products,Consumer Staples,137,ORD,VN000000SSC4,"Southern Seed Corp is a Vietnam-based company operating in the farming industry, specifically, grain production. Its activities comprise the research, development, planting, cultivation, marketing and distribution of rice seeds, hybrid rice seeds, hybrid corn seeds, watermelon seeds, cucumber seeds and other vegetable seeds, such as tomato seeds, pepper seeds and beans. The Company is also involved in the manufacturing, packing and trading of pesticides and fertilizers. In addition, it is engaged in the trading of agricultural supplies and machinery for farming activities."
Vietnam Livestock,VLC,995169,Food Products,Consumer Staples,420,ORD,VN000000VLC3,"Vietnam Livestock Corporation Joint Stock Company (VILICO) is a Vietnam-based company operating in the agriculture sector. The Company's major business activities include the farming of dairy cattle, as well as the production of milk and the processing of other dairy products. Besides, the Company partakes in the ranching and farming of cattle, such as cows, goats, hogs and pigs, together with various types of poultry. Other regular business activities of the Company include the wholesale of diversified groceries, such as dairy products and malts, as well as the production and trading of livestock and meat products."
Special Aquatic,SPV,997918,Food Products,Consumer Staples,3000,ORD,VN000000SPV0,"Special Aquatic Products Joint Stock Company (Seaspimex) is a Vietnam-based company, which is principally engaged in the manufacture and commerce of processed seafood products. The Company's products are both distributed within Vietnam and exported to various markets. Seaspimex's major products consumed domestically include different types of canned tuna, processed meat products, sausages and frozen seafood. Its main exports are frozen seafood and canned seafood, such as frozen crab meat, octopus, scallop and clam, as well as canned tuna and canned pasteurized swimming crabmeat. Besides, the Company partakes in the wholesale of food products and the provision of seafood and meat processing services."
Vinacafe Bien Hoa JSC,VCF,958732,Food Products,Consumer Staples,250,ORD,VN000000VCF5,"Vinacafe Bien Hoa Joint Stock Company (Vinacafe BH) is a Vietnam-based company operating in the food processing industry. The Company is involved in the manufacture, trading, import and export of various types of instant drinks including coffee and nutritious cereal powder. The Company’s coffee products include roasted ground coffee, original instant coffee, instant milk coffee three in one and ginseng coffee four in one. The Company’s cereal powder products include Vinacafe instant nutritious cereal powder and De Men instant nutritious cereal powder. These products are exported to 40 markets, including the United States, Canada, European countries, Pakistan, Japan, South Korea and others."
Camimex JSC,CMX,958429,Food Products,Consumer Staples,-,ORD,VN000000CMX7,"Camimex Group Joint Stock Company, formerly Ca Mau Frozen Seafood Processing Import Export Corporation, is a Vietnam-based company active in the seafood processing industry. It is involved in the manufacture and export of fresh, frozen, processed, steamed, fried and other value-added products from various types of shrimps. Its products are sold domestically, as well as exported to the United States, Japan, European markets and others. In addition, it is engaged in the import and wholesale of materials and equipment for the seafood processing industry."
Vinh Hoan Corp,VHC,958737,Food Products,Consumer Staples,7000,ORD,VN000000VHC1,"Vinh Hoan Corporation is a Vietnam-based seafood processing company. It manufactures and exports fresh and frozen pangasius fillets, as well as value-added products from pangasius. The Company’s products also include other value added seafood products including those from barramundi, shrimps, scallop and others; the by-product from seafood processing such as fish oil, fin nuggets and belly nuggets and other products such as gelatin powder, collagen powder and rice. The Company is also involved in aquaculture activities, the manufacturing and trading of aquaculture feeds, veterinary medicine and fertilizer."
Hanoi Seaproducts Import Export,SPH,958668,Food Products,Consumer Staples,10,ORD,VN000000SPH9,"Hanoi Seaproducts Import Export Joint Stock Corporation is a Vietnam-based company specializing in the seafood processing sector. Through its subsidiaries, the Company principally processes shrimps, fishes, crabs and other aquaculture products, as well as supplies materials and equipment for the aquaculture processing industry. In addition, it is involved in the provision of wrapping, packing and transportation services for goods. The Company is also engaged in the real estate business. Its products are exported to Australia, Japan, South Africa and Europe."
Dabaco,DBC,41973,Food Products,Consumer Staples,5847,ORD,VN000000DBC2,"Dabaco Group is a Vietnam-based company engaged in the farming industry. The Company is involved in the manufacturing and wholesale trade of farm supplies, such as animal feed and raw materials for animal feed manufacturing, as well as studs for livestock breeding. Other products include veterinary medicine, fertilizers, pesticides and other agricultural chemicals. It also provides stud services and processes food from poultry, fish and pigs. Moreover, the Company is active in real estate trading, especially houses of all kinds, as well as the development of urban zones. In addition, the Company trades petroleum."
Viet Nhat Seafood,VNH,958749,Food Products,Consumer Staples,-,ORD,VN000000VNH8,"Viet Viet Nhat Investment Corporation, formerly Viet Nhat Seafood Corporation, is a Vietnam-based company primarily engaged in the food processing sector. The Company's main business activities are the processing, packaging and trading of seafood products, including canned tuna, octopuses, cuttlefishes, squids, swimming crabs, shrimps, clams, scallops and catfishes, among others. The Company also produces and trades forestry and aquatic products, as well as operates as an agency for goods consignation."
Cadovimex Seafood Import Export,CAD,958414,Food Products,Consumer Staples,-,ORD,VN000000CAD4,"Cadovimex Seafood Import-Export and Processing Joint Stock Company (Cadovimex) is a Vietnam-based firm operating in the food processing industry, with major undertakings as the processing and trading of seafood. The Company's leading products include fresh and frozen shrimp, squid and sardine, which are not only distributed within Vietnam, but also exported to Hong Kong, Japan, Australia and the United States, among others. Besides, the Company operates fish farms, and it provides supplies and materials for aquaculture and fishing activities. Cadovimex is a member of Vietnam Association of Seafood Exporters and Producers (VASEP) and Vietnam Chamber of Commerce and Industry (VCCI)."
Sai Gon Export Foodstuffs,AGX,998116,Food Products,Consumer Staples,2,ORD,VN000000AGX3,"Saigon Export Foodstuffs and Agricultural Products Joint Stock Company (AGREX SAIGON) is a Vietnam-based company, which is mainly engaged in the processing and trading of seafood and other agricultural products, such as grain, coffee and tea, among others. Besides, the Company has expanded its business into the real estate industry, with the development of various industrial, commercial and residential infrastructures for lease."
KTS,KTS,42050,Food Products,Consumer Staples,250,ORD,VN000000KTS5,"Kontum Sugar Joint Stock Company (KTS) is a Vietnam-based company engaged in white refined sugar (RS) and molasses manufacture. The Company also generates, transmits and distributes electricity; acts as wholesaler for agricultural, forest materials (except for wood, bamboo and neohouzeauna) and alive animals; trades fertilizers, insecticides and other chemicals used in agriculture; produces packages; and provides machine and equipment installation services. In addition, it plants sugar cane, including sugar cane stocks and material, as well as generates electricity. During the year ended December 31, 2012, 93.7% of the Company's net revenue came from the sale of RS. As of the same date, KTS was an affiliate of Debt and Assets Trading Company (DATC)."
Tuong An Vegetable Oil JSC,TAC,958685,Food Products,Consumer Staples,1401,ORD,VN000000TAC0,"Tuong An Vegetable Oil Joint Stock Company is a Vietnam-based company engaged in the food processing industry. The Company manufacturers, trades, imports and exports various types of cooking oil made from animal fats and oilseeds, along with margarine and shortening. It is also involved in the manufacture and trading of food packagings, as well as the import and export of supplies and machinery for vegetable oil processing activities. Other operations include the offering of warehouse rental services and the trading of sauce and instant food. As of December 31, 2012, the Company was a subsidiary of Vietnam Vegetable Oils Industry Corporation, which was formerly known as National Corporation for Vegetable Oil, Aromas and Cosmetics of Vietnam (Vocarimex). As of the same date, it had three factories, three representative offices and a branch."
Xuan Hoa Vietnam,XHC,995179,Furniture & Fixtures,Consumer Cyclical,-,ORD,VN000000XHC7,"Xuan Hoa Viet Nam Joint Stock Company (XHC) is a Vietnam-based company primarily engaged in the manufacture of furniture. The Company produces various types of furniture for offices, institutions and households, such as desks, chairs, cabinets, wardrobes and beds, among others. XHC is also involved in the manufacture of automobile and motorcycle parts, the provision of interior design services, the retail of furniture, as well as the development of real estate properties."
